WardCode,WardName,Borough,Year,Month,Predicted_Burglaries,Lower_Bound,Upper_Bound,Classification
E05011252,South Woodford,E09000026,2019,3,8,2.5339718,12.845294,Medium
E05013537,Southall Broadway,E09000009,2019,3,4,0.0,9.551878,Low
E05013538,Southall Green,E09000009,2019,3,8,2.8207116,13.132034,Medium
E05013539,Southall West,E09000009,2019,3,2,0.0,7.210766,Low
E05013691,Southbury,E09000010,2019,3,11,5.991964,16.303286,Medium
E05013540,Southfield,E09000009,2019,3,9,4.1244874,14.43581,Medium
E05014021,Southfields,E09000032,2019,3,7,1.3693733,11.680696,Medium
E05013692,Southgate,E09000010,2019,3,9,4.068646,14.379969,Medium
E05009333,Spitalfields & Banglatown,E09000030,2019,3,9,3.756103,14.067425,Medium
E05009383,Springfield,E09000012,2019,3,11,6.118713,16.430035,Medium
E05013985,Squirrels Heath,E09000016,2019,3,7,1.6436529,11.954975,Medium
E05013981,St Alban's,E09000016,2019,3,3,0.0,8.239233,Low
E05013982,St Andrew's,E09000016,2019,3,5,0.0,9.872726,Low
E05013597,St Ann's,E09000014,2019,3,9,3.859429,14.170752,Medium
E05009329,St Dunstan's,E09000030,2019,3,7,1.3948779,11.7062,Medium
E05013983,St Edward's,E09000016,2019,3,4,0.0,9.517481,Low
E05011114,St George's,E09000028,2019,3,3,0.0,8.50588,Low
E05011115,St Giles,E09000028,2019,3,11,5.9286284,16.23995,Medium
E05013824,St Helier,E09000024,2019,3,4,0.0,8.99047,Low
E05013761,St Helier East,E09000029,2019,3,3,0.0,8.10878,Low
E05013762,St Helier West,E09000029,2019,3,5,0.0,10.125959,Low
E05013899,St James,E09000031,2019,3,5,0.09488821,10.40621,Medium
E05013806,St James's,E09000033,2019,3,9,3.624414,13.935736,Medium
E05009330,St Katharine's & Wapping,E09000030,2019,3,10,4.409636,14.720959,Medium
E05013785,St Margarets & North Twickenham,E09000027,2019,3,5,0.0,10.118906,Low
E05013943,St Mark's & Seething Wells,E09000021,2019,3,6,1.1606011,11.471924,Medium
E05014109,St Martin's,E09000022,2019,3,10,4.656441,14.967764,Medium
E05014006,St Mary Cray,E09000006,2019,3,13,7.924394,18.235716,Medium
E05014018,St Mary's,E09000032,2019,3,8,2.9055085,13.216831,Medium
E05011229,St Mary's & St James,E09000004,2019,3,7,1.4600248,11.771347,Medium
E05013710,St Mary's & St James',E09000019,2019,3,6,1.082613,11.393935,Medium
E05013669,St Pancras & Somers Town,E09000007,2019,3,5,0.19366789,10.50499,Medium
E05014007,St Paul's Cray,E09000006,2019,3,10,4.7580285,15.069351,Medium
E05009331,St Peter's,E09000030,2019,3,14,8.518749,18.830072,Medium
E05013711,St Peter's & Canalside,E09000019,2019,3,8,3.0946918,13.4060135,Medium
E05009404,St. Helen's,E09000020,2019,3,4,0.0,9.272308,Low
E05009384,Stamford Hill West,E09000012,2019,3,4,0.0,9.616514,Low
E05009405,Stanley,E09000020,2019,3,8,2.8527265,13.164049,Medium
E05013560,Stanmore,E09000015,2019,3,10,5.123382,15.434704,Medium
E05009334,Stepney Green,E09000030,2019,3,7,2.2918,12.603123,Medium
E05014110,Stockwell East,E09000022,2019,3,7,1.8510942,12.162416,Medium
E05014111,Stockwell West & Larkhall,E09000022,2019,3,8,2.9757648,13.2870865,Medium
E05009385,Stoke Newington,E09000012,2019,3,5,0.20022011,10.511542,Medium
E05013510,Stonebridge,E09000005,2019,3,8,3.1196828,13.4310055,Medium
E05013764,Stonecot,E09000029,2019,3,5,0.10658741,10.41791,Medium
E05013924,Stratford,E09000025,2019,3,8,2.6446571,12.955979,Medium
E05013925,Stratford Olympic Park,E09000025,2019,3,5,0.0,9.849945,Low
E05014112,Streatham Common & Vale,E09000022,2019,3,12,6.916345,17.227667,Medium
E05014113,Streatham Hill East,E09000022,2019,3,8,3.1236167,13.434938,Medium
E05014114,Streatham Hill West & Thornton,E09000022,2019,3,9,4.259051,14.570374,Medium
E05014115,Streatham St Leonard's,E09000022,2019,3,12,6.4288297,16.740152,Medium
E05014116,Streatham Wells,E09000022,2019,3,5,0.0,10.038191,Low
E05013600,Stroud Green,E09000014,2019,3,11,5.530207,15.84153,Medium
E05013511,Sudbury,E09000005,2019,3,6,1.0355573,11.34688,Medium
E05013944,Surbiton Hill,E09000021,2019,3,6,0.4171877,10.72851,Medium
E05011117,Surrey Docks,E09000028,2019,3,7,2.3378634,12.649185,Medium
E05013765,Sutton Central,E09000029,2019,3,5,0.0,10.110104,Low
E05013766,Sutton North,E09000029,2019,3,6,0.84208345,11.153406,Medium
E05013767,Sutton South,E09000029,2019,3,6,0.59157896,10.902901,Medium
E05013768,Sutton West & East Cheam,E09000029,2019,3,7,1.8887811,12.200104,Medium
E05013731,Sydenham,E09000023,2019,3,12,7.074,17.385323,Medium
E05013627,Syon & Brentford Lock,E09000018,2019,3,8,2.556131,12.867453,Medium
E05013788,Teddington,E09000027,2019,3,4,0.0,8.791748,Low
E05013732,Telegraph Hill,E09000023,2019,3,10,4.390329,14.701651,Medium
E05014068,Thames View,E09000002,2019,3,2,0.0,7.3895836,Low
E05014022,Thamesfield,E09000032,2019,3,11,6.1373115,16.448633,Medium
E05011232,Thamesmead East,E09000004,2019,3,8,2.9353986,13.246721,Medium
E05014090,Thamesmead Moorings,E09000011,2019,3,6,1.2006154,11.511938,Medium
E05013769,The Wrythe,E09000029,2019,3,5,0.0,9.673841,Low
E05011486,Thornton Heath,E09000008,2019,3,11,6.1425805,16.453903,Medium
E05013512,Tokyngton,E09000005,2019,3,6,0.8771143,11.1884365,Medium
E05013712,Tollington,E09000019,2019,3,11,5.929667,16.24099,Medium
E05013945,Tolworth,E09000021,2019,3,7,1.7758651,12.087187,Medium
E05014023,Tooting Bec,E09000032,2019,3,8,2.7745671,13.08589,Medium
E05014024,Tooting Broadway,E09000032,2019,3,8,2.4719868,12.783309,Medium
E05013601,Tottenham Central,E09000014,2019,3,10,5.2078166,15.519138,Medium
E05013602,Tottenham Hale,E09000014,2019,3,8,2.4733567,12.784679,Medium
E05013646,Totteridge & Woodside,E09000003,2019,3,8,3.0959182,13.40724,Medium
E05013693,Town,E09000010,2019,3,10,4.8211284,15.13245,Medium
E05014025,Trinity,E09000032,2019,3,9,3.5216088,13.8329315,Medium
E05013946,Tudor,E09000021,2019,3,3,0.0,8.180651,Low
E05013713,Tufnell Park,E09000019,2019,3,10,5.1475053,15.458828,Medium
E05013789,Twickenham Riverside,E09000027,2019,3,6,0.716136,11.027458,Medium
E05013647,Underhill,E09000003,2019,3,11,6.3333554,16.644678,Medium
E05013986,Upminster,E09000016,2019,3,6,1.1393952,11.450718,Medium
E05013694,Upper Edmonton,E09000010,2019,3,15,9.647472,19.958794,Medium
E05013900,Upper Walthamstow,E09000031,2019,3,5,0.0,10.000063,Low
E05013580,Uxbridge,E09000017,2019,3,14,9.334578,19.645899,Medium
E05014069,Valence,E09000002,2019,3,9,3.879846,14.191168,Medium
E05011253,Valentines,E09000026,2019,3,7,1.52846,11.839783,Medium
E05013901,Valley,E09000031,2019,3,10,4.5383973,14.84972,Medium
E05014117,Vauxhall,E09000022,2019,3,4,0.0,9.574282,Low
E05009386,Victoria,E09000012,2019,3,12,7.2932982,17.60462,Medium
E05014070,Village,E09000002,2019,3,13,7.7350707,18.046392,Medium
E05013807,Vincent Square,E09000033,2019,3,5,0.028025627,10.339348,Medium
E05011487,Waddon,E09000008,2019,3,8,3.2715993,13.582922,Medium
E05013749,Walham Green,E09000013,2019,3,8,2.8742805,13.185602,Medium
E05013926,Wall End,E09000025,2019,3,7,1.8602777,12.1716,Medium
E05013770,Wallington North,E09000029,2019,3,7,1.7317896,12.043112,Medium
E05013771,Wallington South,E09000029,2019,3,6,1.0167627,11.328085,Medium
E05013541,Walpole,E09000009,2019,3,7,2.1785092,12.489832,Medium
E05013826,Wandle,E09000024,2019,3,8,2.3695765,12.680899,Medium
E05014027,Wandsworth Common,E09000032,2019,3,9,4.1431565,14.454479,Medium
E05014028,Wandsworth Town,E09000032,2019,3,12,6.4821687,16.793491,Medium
E05011254,Wanstead Park,E09000026,2019,3,5,0.011300087,10.322622,Medium
E05011255,Wanstead Village,E09000026,2019,3,10,4.483978,14.7953,Medium
E05014118,Waterloo & South Bank,E09000022,2019,3,5,0.0,10.005878,Low
E05013561,Wealdstone North,E09000015,2019,3,6,0.3623681,10.673691,Medium
E05013562,Wealdstone South,E09000015,2019,3,8,3.0608602,13.372183,Medium
E05009335,Weavers,E09000030,2019,3,9,4.017221,14.328543,Medium
E05013513,Welsh Harp,E09000005,2019,3,10,4.719703,15.031025,Medium
E05013514,Wembley Central,E09000005,2019,3,5,0.0,9.885157,Low
E05013515,Wembley Hill,E09000005,2019,3,6,0.87651587,11.187838,Medium
E05013516,Wembley Park,E09000005,2019,3,3,0.0,7.728854,Low
E05013750,Wendell Park,E09000013,2019,3,4,0.0,9.5371065,Low
E05013827,West Barnes,E09000024,2019,3,8,2.6515021,12.962824,Medium
E05013581,West Drayton,E09000017,2019,3,10,4.7651925,15.076515,Medium
E05014119,West Dulwich,E09000022,2019,3,5,0.0,9.882059,Low
E05013808,West End,E09000033,2019,3,16,11.244589,21.55591,High
E05013648,West Finchley,E09000003,2019,3,11,5.981979,16.2933,Medium
E05013603,West Green,E09000014,2019,3,11,5.7092404,16.020563,Medium
E05013927,West Ham,E09000025,2019,3,5,0.19724607,10.508568,Medium
E05013671,West Hampstead,E09000007,2019,3,11,6.0180345,16.329357,Medium
E05013563,West Harrow,E09000015,2019,3,6,0.5815673,10.892889,Medium
E05011233,West Heath,E09000004,2019,3,7,2.0861373,12.397459,Medium
E05013649,West Hendon,E09000003,2019,3,16,11.062197,21.373518,High
E05014029,West Hill,E09000032,2019,3,8,2.9603858,13.271708,Medium
E05013751,West Kensington,E09000013,2019,3,5,0.0,9.808694,Low
E05014030,West Putney,E09000032,2019,3,4,0.0,9.531151,Low
E05014091,West Thamesmead,E09000011,2019,3,4,0.0,9.38653,Low
E05011488,West Thornton,E09000008,2019,3,9,4.328816,14.640139,Medium
E05013790,West Twickenham,E09000027,2019,3,4,0.0,9.629675,Low
E05014008,West Wickham,E09000006,2019,3,6,0.74479914,11.056122,Medium
E05013809,Westbourne,E09000033,2019,3,6,0.48186684,10.793189,Medium
E05014071,Whalebone,E09000002,2019,3,6,0.3530302,10.664352,Medium
E05013650,Whetstone,E09000003,2019,3,11,5.3905473,15.70187,Medium
E05013752,White City,E09000013,2019,3,3,0.0,8.033738,Low
E05013604,White Hart Lane,E09000014,2019,3,10,4.7204814,15.031803,Medium
E05009336,Whitechapel,E09000030,2019,3,11,6.31031,16.621632,Medium
E05013695,Whitewebbs,E09000010,2019,3,10,4.5922,14.9035225,Medium
E05013791,Whitton,E09000027,2019,3,9,3.719522,14.030844,Medium
E05013517,Willesden Green,E09000005,2019,3,11,5.8886514,16.199974,Medium
E05013902,William Morris,E09000031,2019,3,7,1.6900105,12.001333,Medium
E05013828,Wimbledon Park,E09000024,2019,3,5,0.2537923,10.565115,Medium
E05013829,Wimbledon Town & Dundonald,E09000024,2019,3,5,0.27326632,10.584589,Medium
E05013696,Winchmore Hill,E09000010,2019,3,7,2.318811,12.630133,Medium
E05013582,Wood End,E09000017,2019,3,14,8.73564,19.046963,Medium
E05013903,Wood Street,E09000031,2019,3,8,3.103332,13.414654,Medium
E05009387,Woodberry Down,E09000012,2019,3,7,1.7310362,12.042358,Medium
E05013651,Woodhouse,E09000003,2019,3,9,3.4951348,13.8064575,Medium
E05011489,Woodside,E09000008,2019,3,12,7.189016,17.500338,Medium
E05014092,Woolwich Arsenal,E09000011,2019,3,8,2.9955602,13.306883,Medium
E05014093,Woolwich Common,E09000011,2019,3,7,1.6776028,11.988925,Medium
E05014094,Woolwich Dockyard,E09000011,2019,3,8,2.885285,13.196608,Medium
E05013772,Worcester Park North,E09000029,2019,3,5,0.0,9.950284,Low
E05013773,Worcester Park South,E09000029,2019,3,5,0.32553053,10.636852,Medium
E05013753,Wormholt,E09000013,2019,3,6,0.6752801,10.986603,Medium
E05013583,Yeading,E09000017,2019,3,10,4.4861426,14.797464,Medium
E05013584,Yiewsley,E09000017,2019,3,7,1.848464,12.159786,Medium
